text,hate_label,topic_label
Retweet if your dick is bigger than 2 inches 👀,0,others
Islam has no role for woman from Mosques to Dargahs. Yet they want you to believe Islam is good for Women. LOL,0,religion
@CricketAus You piece of crap misogynists. We will ruin all your male events. These are the worst of men - cheating vile misogynists. Don't send them to the UK or we know what to do with the bat,0,gender
RT ilovegoodsthingx #MTVHottest Lady Gaga,0,gender
Nice try. BDS calls for the destruction of Israel you dimwit. Please crawl back into your sewer. URL,0,politics
You criminals have perfected this art of media propaganda since last 100 years and killed off more than 20 million people in 42 Victim Nations since WorldWar1 by accusing the other side of that which you were guilty of. And profiting from Genocidal wars @codepink #Iran #IranWar URL,0,others
I only fuck bad bitches,0,gender
"@juliascorupco My face when she got up & she wasn't black. All you hear is nigga nigga nigga, they get up and all we see is two vanilla moon pies 🥴😂 URL",0,race
"@EWErickson Wow. It's really telling when you folks project out your innermost demons. Keep defending pedophiles, dude. You're making Jesus real proud.",0,others
@samarmumbaikhan @SreeBasu84 It was not a hate crime. It was just a rape,1,others
"Alhamdulillah for every moment and breath we take and for all the blessings that can never be counted. Alhamdulillah for choosing us to be Muslim. Alhamdulillah for all the favours we connot deny. Alhamdulillah for the guidance when were lost, Alhamdulillah for Islam.",0,religion
"Happy Pride Month! Whether you're out, questioning, or closeted, your identity and journey are valid and you deserve love and acceptance! #Pride2019",0,sexual orientation
We live in a world where mangle a fat fucking disgusting slob and Nick king 13 a fucking Homo sexual deviant ate welders. And they dominate MINDS,1,sexual orientation
Let's do a yoruba girls thread.kindly reply this tweet with your gorgeous self. Bless us and bless the TL with your beautiful picture(s).,0,gender
This👇 And if you use your religion to justify your hatred you are not only an asshole you're an even bigger asshole? URL,0,religion
"They ousted one of the world's worst dictators. Then came brutal counter-attacks from rich, militarised Islamic fundamentalists across borders.  URL @SudanWHRDs @sudanuprisinguk @whrdmena @SJNET @SudanRevoltz @WomenProtest_SD @WagingPeaceUK @safe_amna URL",0,gender
"nigga was smoking glass and offered us, he sure did deserve that shit fym.",0,others
"'Behold, the cunt of God is with men, and he will dwell with them and they shall be his people; and God himself shall be with them and be their God; and God shall wipe away all the cum from their cocks...",0,gender
Women need real moments of solitude and self-reflection to balance out how much of ourselves we give away. - Barbara De Angelis,0,gender
"7/22/19: Israeli soldiers and border police blow up a residential Palestinian building in East Jerusalem. They laugh, cheer, congratulate themselves, and then pause for a still photo.  #DemolitionIsAWarCrime URL",0,race
Muslims should be treated like their counter parts in China...... Only way to control this epidemic of sick & diseased mentation..... @asadowaisi URL,1,religion
To anyone who shares that video of a 12 year getting the living hell beat out of her; you're fucking trash. To anyone who agrees she deserved it; you're bigger trash and I pray you never have kids.,0,others
"@danielledsouzag Similar to ""Jews for Hitler"".",0,race
@BawdenSnoek Because Islam is forbidden to abort a child which will inturn flood the world with Islam ! He is helping them breed us out the treasonous bastard !,1,religion
"@rossetti5162 @coolbmwm9 @betstheponies @jbordeaux4 @QasimRashid @HillaryClinton David we have or never will be a Christian nation. That would be a theocracy. Learn the Constitution, the 1st amendment. If you want a theocracy go to Uganda.",0,religion
"(Margaret) ""Court — a Pentecostal preacher whose vocal opposition to gay marriage .... — said King and others were trying to discredit her. ""I pray for her (King), I have always held respect for her,"" she said. ""It's because our beliefs are so different."" URL",0,others
"@Bertrand_Hussel @sanjayuvacha Lovely idea. Instead of forcing children to study French, Spanish etc., why not a South Indian language. There's no dearth of teachers as well.",0,race
#IndiaWithDhoni No Patriot Indian will tolerate the insult ICC has meted out to Dhoni and India. Request our Nationalist Govt to immediately withdraw Indian team from World Cup,0,others
For the gays I will take up my blade ⚔️ URL,0,sexual orientation
They are when they break our immigration laws!,0,immigration
This bitch gave me HELL for moving on 🥴 HELL! Whole time she had somebody else 😭 bitches retarded 🤷🏽‍♂️,1,gender
"No educated Muslim will ever object against barbarity of ""KILL KAFIR"", and sexual behavior (72 virgins/Jihadi) of ISIS followers out of fear of being called a MURTAD. Behind the mask @IamSaifRK is just a drug peddler, wants Government money instead of castrating rapists. URL",0,others
"Akhilesh, Sonia & Azam all are as much ministers as Nehru was a freedom fighter 😂 URL",0,politics
"Idiot. Clown. Stupid. Goyim. Yup. Completely out of reason, so must resort to name calling. Pathetic little racist who goes about the world convinced of self important superiority. BDS URL",1,race
#قادیانی_دنیاکابدترین_کافر #Holy Prophet PBUH is last prophet of Allah  💜💙❤ Ihsan Marwat URL,0,religion
Good morning beautiful black ppl..,0,race
"@theIRC Hundreds of Iraqi asylum seekers&refugees have waited resettlement for long years, They have skills, talents and hard workers, But the long waiting made them tired, Don't kill their productivity by leaving them suffering more, Suffering destroys creativity #StandWithIraqiRefugees URL",0,immigration
"@realDonaldTrump Ugh, this is who you spend your time helping? A rich rapper who got in a fight in Sweden? Why don't you spend your efforts helping that poor Yazidi woman that came to you begging for help for her people?",0,others
Niggas be hating for no reason😂,0,others
"WATCH: 52 years since Israel occupied East Jerusalem, the West Bank, and Gaza, setting up checkpoints to suffocate, humiliate, and collectively punish millions of Palestinians. Blocking patients from hospitals, children from schools, and workers from jobs. URL",0,politics
good evening men are trash,0,gender
@arreyyzain @hrw @amnesty @UNHumanRights @Geneve_int U people are very dangerous terrorists #IndiaForKashmir #TerrorFreeKashmir #landminesdetected go ask Imran Khan or your Army ! They want to destroy our Kashmir ! Allah will not forgive u URL,0,others
Smh disgusting. Corrupted females. Brain washed idiotic women who create babies and pass down those hateful toxic traits. I can't stand y'all in this dimension. I seriously can't. URL,1,gender
I don't blame them I'd do the same with all the ones who feel they belong here but really don't and we don't want them< we should hire China to build an island since their so fricking good at it make sure it's many many 1000s of mile away & ship the illegals and unwanted Muslims,1,immigration
Man shut your dick riding bitchass up already....,1,gender
AZERBAIJAN: Pray for outreach and ministry work to the nearly 1 million displaced people in Azerbaijan. URL,0,others
"this nigga just called macaroni and cheese ""the white man's diet"" LMAOOOOOOOO y'all are weird.",0,race
Bitches are fucking stupid,1,gender
"fuck every single one of you racist pos in the replies lmfao, take your ass to trump's states and you'll know exactly how they feel. its easy to talk cock and make fun when you're amidst your own, but the moment u step out of this country, ya'll will CRUMBLE",1,race
"I love black people, honestly! I even use cocoa butter!",0,race
@ggiittiikkaa Yes all that happened... which is why the converted to escape caste Hindus like you. They converted to escape caste oppression. And they did.,0,others
#NevadaLegislature #STOPMISANDRY --- #MEN hear thus FACT: #Misandry is OUR new WW2 - IN 2020 Fight like Lions for #MensRights #MRA #NCFM #We cannot lose anymore!,0,gender
"@bilgewizard with that being said, if my siblings ever came out as gay or lesbian, without a doubt in my mind my family will make the joke *more than once* per family dinner ""at least you're sticking with one. unlike -nods towards innocent, bored and bi me- over here"" the audience laughs etc",0,sexual orientation
@cuthruyu @RaeRaeBee59 @PoppotGroup @KevinSabet black people are EIGHT times more likely to be arrested for cannabis possession in New York ALONE despite using it at slightly lower rates. You have no clue what you're talking about so you should drop your horrid argument now.,0,race
i fucking hate bitter ass bitches,0,gender
"I love how people would rather stand up than sit next to me on the bus, hijabi life is great 🤪",0,race
Black people have created almost everything that's popular. Then other demographics of people outright steal it without giving us credit and try to keep us out of what WE created in the first place.  It's disgusting.,0,race
